"249180020","WARSZOWICE","2018","06","02",3.7,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","03",32.7,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","09",11.8,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","11",8.3,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","12",.3,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","13",.3,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","21",3.8,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","23",1.9,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","24",6.0,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","25",3.8,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","26",8.0,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","27",12.9,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","28",14.6,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","06","29",1.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","06","02",73.5,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","03",31.0,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","08",.2,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","09",2.1,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","11",8.8,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","12",1.5,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","21",8.1,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","22",7.2,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","23",9.1,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","26",6.8,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","27",18.2,"","W",0,"9",0,"8","","8","",""
"249180040","WIS£A WIELKA","2018","06","28",17.0,"","W",0,"9",0,"8","","8","",""
