"249180020","WARSZOWICE","2018","05","03",8.3,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","08",16.5,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","09",8.5,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","15",3.2,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","16",7.2,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","17",10.7,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","18",1.8,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","22",3.9,"","W",0,"9",0,"8","","8",".",""
"249180020","WARSZOWICE","2018","05","29",6.9,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","03",16.2,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","08",18.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","09",9.1,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","10",.3,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","15",4.5,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","16",6.2,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","17",12.1,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","18",5.0,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","22",5.4,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","29",2.1,"","W",0,"9",0,"8","","8",".",""
"249180040","WIS£A WIELKA","2018","05","30",.6,"","W",0,"9",0,"8","","8",".",""
"249180050","GOCZA£KOWICE-ZDR”J","2018","05","03",28.9,"","W",0,"9",0,"8","","8",".",""
